Censo,Localidad nivel 1,Localidad nivel 2,Localidad nivel 3,Localidad nivel 4,Censadores,Fecha,Inicio,Fin,Nivel de agua,Viento,Temperatura,Visibilidad,Condiciones atmosféricas,Se censa,Con aves,Observaciones
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Charco del Toro,14,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Charco del Toro,16,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Dulce,14,2005-10-18,,,Casi seco (1),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Dulce,16,2005-10-18,,,Casi seco (1),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,3,2005-10-18,08:00:00,11:30:00,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,14,2005-10-18,12:40:00,13:55:00,Casi seco (1),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,16,2005-10-18,12:40:00,13:55:00,Casi seco (1),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,3,2005-10-18,08:00:00,11:30:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,18,2005-10-13,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Mimbrales (Sur),14,2005-10-18,,,Seco (0),Desconocido (0),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Mimbrales (Sur),16,2005-10-18,,,Seco (0),Desconocido (0),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Finca Los Mimbrales,14,2005-10-18,,,Seco (0),Desconocido (0),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Finca Los Mimbrales,16,2005-10-18,,,Seco (0),Desconocido (0),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Guayules (norte),14,2005-10-18,14:15:00,14:35:00,Seco (0),Desconocido (0),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Guayules (norte),16,2005-10-18,14:15:00,14:35:00,Seco (0),Desconocido (0),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,La Sanguijuela,14,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,La Sanguijuela,16,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,14,2005-10-18,,,Casi seco (1),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,16,2005-10-18,,,Casi seco (1),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Taraje,14,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Taraje,16,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Zahíllo,14,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Zahíllo,16,2005-10-18,,,Seco (0),Sin viento (1),Frío (1),Despejado (1),Sol (1),Sí,No,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A1,18,2005-10-19,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A2,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A3,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A4,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A5,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A6,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A7,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A8,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,A9,18,2005-10-19,,,Seco (0),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,No,
CT_200510,Veta La Palma,Veta La Palma,Almajar Perimetral,Almajales perimetrales,3,2005-10-19,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Almajar Perimetral,Almajales perimetrales,15,2005-10-19,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Almajar Perimetral,Almajales perimetrales,18,2005-10-19,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B1,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B2,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B3,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B4,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B5,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B6,18,2005-10-19,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B7,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B8,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas AB,B9,18,2005-10-19,,,Seco (0),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Lucio Del Bocón,Lucio Del Bocón,3,2005-10-19,09:00:00,14:00:00,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C0,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C1,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C2,6,2005-10-19,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C3,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C4,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C5,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C6,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C7,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,C8,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Cuquero Chico,Cuquero Chico,3,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Cuquero Grande,Cuquero Grande,3,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,D3,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,D4,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,D5,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,D6,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,E3,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Balsas CDE,E4,6,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Esparragosilla,Esparragosilla,3,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Gavetas,Gaveta 1,3,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Gavetas,Gaveta 2,3,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Gavetas,Gaveta 3,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Gavetas,Gaveta 4,18,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Veta La Palma,Veta La Palma,Almajar Perimetral,Lucio Cortijo (El Turismo),3,2005-10-19,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozales De Puebla E Isla Mayor,Arrozal sur Isla Mayor,6,2005-10-20,,,Desconocido (6),Moderado (2),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,Brazo de la Torre,6,2005-10-20,09:45:00,10:55:00,Medio (3),Moderado (2),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,6,2005-10-20,11:00:00,13:00:00,Desconocido (6),Moderado (2),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,15,2005-10-20,08:00:00,09:20:00,Desconocido (6),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,15,2005-10-20,08:00:00,09:20:00,Desconocido (6),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Bomba de Pantomima,6,2005-10-21,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Caño Navarro,6,2005-10-21,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Capitán,6,2005-10-21,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Canario,6,2005-10-21,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Arrozal Isla Menor,El Cestero,6,2005-10-21,09:15:00,13:36:00,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Conde,6,2005-10-21,09:15:00,13:36:00,Medio (3),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Convento,6,2005-10-21,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Reboso,6,2005-10-21,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Arrozal Isla Menor,Isla Menor,6,2005-10-21,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,La Mejorada,6,2005-10-21,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Arrozal Isla Menor,Las Segundas,6,2005-10-21,,,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Olivillos-Guadaíra,Olivillos-Guadaíra,Olivillos,6,2005-10-21,14:00:00,14:13:00,Alto (4),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Olivillos-Guadaíra,Olivillos-Guadaíra,Río Guadaira,6,2005-10-21,13:36:00,13:52:00,Bajo (2),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200510,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Tijeras,6,2005-10-21,,,Medio (3),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Almajar Perimetral,Cultivos (El Turismo),,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"La localidad ""Cultivos (El Turismo)"" localidad empezó a censarse de forma recurrente en septiembre de 2022"
CT_200509,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"La localidad ""Depuradora Loma de Martín Miguel"" empezó a censarse de forma recurrente en octubre de 2010"
CT_200509,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,Gravera junto a Dehesa de Abajo,17,,,,,,,,,No,No,No se ha realizado el censo
CT_200509,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,Lucio Dehesa de Abajo,17,,,,,,,,,No,No,No se ha realizado el censo
CT_200509,Veta La Palma,Veta La Palma,Cultivos De Tarfia,Cultivos de Tarfia,14,2005-09-12,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,14,2005-09-15,,,Casi seco (1),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,Sí,Guadiamar seco excepto alguna zona con agua por obras.
CT_200509,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,14,2005-09-16,09:45:00,10:45:00,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,No se hace distinción entre zona este u oeste
CT_200509,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,18,2005-09-16,09:45:00,10:45:00,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,No se hace distinción entre zona este u oeste
CT_200509,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,5,2005-09-16,12:30:00,13:15:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,La C. nigra la ve J. L. Arroyo el 11/09/2005
CT_200509,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,6,2005-09-16,12:30:00,13:15:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,La C. nigra la ve J. L. Arroyo el 11/09/2005
CT_200509,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Margazuela,6,2005-09-20,,,Medio (3),Moderado (2),Templado (2),Despejado (1),Nubes (2),Sí,Sí,La Margazuela aparece como una sola localidad
CT_200509,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,5,2005-09-09,10:30:00,14:40:00,Muy alto (5),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Mimbrales (Sur),5,2005-09-16,,,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Margazuela Chica,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Durante este periodo, esta localidad se censaba sin desglosar, bajo el nombre de 'Margazuela'."
CT_200509,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Margazuela Grande,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Durante este periodo, esta localidad se censaba sin desglosar, bajo el nombre de 'Margazuela'."
CT_200509,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Veta Adalid,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Hasta enero de 2010, esta localidad no se censaba de forma recurrente."
CT_200509,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Huerto,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,Esta localidad empieza a censarse de forma sistemática a partir de 2006. Los datos anteriores provienen de los diarios de campo en el caso de que los hubiera.
CT_200509,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Las Pajas,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,Esta localidad empieza a censarse de forma sistemática a partir de 2006. Los datos anteriores provienen de los diarios de campo en el caso de que los hubiera.
CT_200509,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,Caracoles (Zona Este),,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Esta localidad se censaba como 'Caracoles', sin subdivisión."
CT_200509,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,Caracoles (Zona Oeste),,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Esta localidad se censaba como 'Caracoles', sin subdivisión."
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,La Dehesilla,5,2005-09-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,5,2005-09-09,10:30:00,14:40:00,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,5,2005-09-09,,,Muy alto (5),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Riacheros,5,2005-09-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,5,2005-09-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,5,2005-09-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Santa Teresa,5,2005-09-09,,,Muy alto (5),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A1,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A2,14,2005-09-12,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A3,14,2005-09-12,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A4,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A5,14,2005-09-12,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A6,14,2005-09-12,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A7,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A8,14,2005-09-12,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,A9,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Almajar Perimetral,Almajales perimetrales,14,2005-09-12,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B1,14,2005-09-12,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B2,14,2005-09-12,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B3,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B4,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B5,14,2005-09-12,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B6,14,2005-09-12,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B7,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B8,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas AB,B9,14,2005-09-12,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Lucio Del Bocón,Lucio Del Bocón,14,2005-09-12,09:15:00,20:25:00,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas CDE,C0,5,2005-09-12,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200509,Veta La Palma,Veta La Palma,Balsas CDE,C1,5,2005-09-12,,,Muy alto (5),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
