Censo,Localidad nivel 1,Localidad nivel 2,Localidad nivel 3,Se censa,Agua,Ambiente
CA_20111021,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,Muy poca,Marisma
CA_20111115,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Sí,Otros
CA_20111115,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Sí,Otros
CA_20111115,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,Sí,Arrozal
CA_20111115,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,True,Sí,Marisma
CA_20111115,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,Poca,Marisma
CA_20111115,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20111115,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20111115,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Poca,Otros
CA_20111115,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,Sí,Arrozal
CA_20111115,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,Poca,Marisma
CA_20111115,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,Sí,Otros
CA_20111115,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,Sí,Marisma
CA_20111115,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,Sí,Marisma
CA_20111115,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Sí,Marisma
CA_20111115,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Poca,Marisma
CA_20111115,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20111115,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Sí,Otros
CA_20111115,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,Sí,Marisma
CA_20111115,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,Poca,Marisma
CA_20111115,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,Sí,Marisma
CA_20111115,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,No,Marisma
CA_20111115,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Sí,Marisma
CA_20111115,Veta La Palma,Veta La Palma,El Italiano,True,Sí,Arrozal
CA_20111115,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Sí,Arrozal
CA_20111115,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20111115,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20111115,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20111115,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Sí,Acuicultura
CA_20111115,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Poca,Otros
CA_20111115,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20111115,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20111115,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Sí,Marisma
CA_20111115,Parque Natural Norte,Hato Blanco,Hato Blanco,True,Sí,Arrozal
CA_20111115,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Desconocido,Otros
CA_20111115,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,Muy poca,Marisma
CA_20111115,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Desconocido,Otros
CA_20111115,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Sí,Acuicultura
CA_20111115,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,No,Marisma
CA_20111115,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20111115,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,No,Marisma
CA_20111115,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20111115,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20111115,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,Sí,Marisma
CA_20111213,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Sí,Otros
CA_20111213,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Poca,Otros
CA_20111213,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,Sí,Arrozal
CA_20111213,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,Poca,Marisma
CA_20111213,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Sí,Otros
CA_20111213,Parque Natural Norte,Otros Cultivos,La Sarteneja,False,Desconocido,Arrozal
CA_20111213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,Poca,Marisma
CA_20111213,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,Sí,Otros
CA_20111213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Poca,Marisma
CA_20111213,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20111213,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Sí,Otros
CA_20111213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,Sí,Marisma
CA_20111213,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Sí,Marisma
CA_20111213,Veta La Palma,Veta La Palma,El Italiano,True,Sí,Arrozal
CA_20111213,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Sí,Arrozal
CA_20111213,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20111213,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20111213,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20111213,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Sí,Acuicultura
CA_20111213,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Sí,Otros
CA_20111213,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20111213,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20111213,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Sí,Marisma
CA_20111213,Parque Natural Norte,Hato Blanco,Hato Blanco,True,Sí,Arrozal
CA_20111213,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20111213,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Sí,Otros
CA_20111213,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Sí,Acuicultura
CA_20111213,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,Sí,Marisma
CA_20111213,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,Poca,Marisma
CA_20111213,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,Sí,Marisma
CA_20111213,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20111213,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20111213,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,Sí,Marisma
CA_20120118,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Sí,Otros
CA_20120118,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Sí,Otros
CA_20120118,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,Sí,Arrozal
CA_20120118,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,True,Desconocido,Marisma
CA_20120118,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,Muy poca,Marisma
CA_20120118,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,Poca,Marisma
CA_20120118,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,Poca,Marisma
CA_20120118,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Poca,Marisma
CA_20120118,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Poca,Marisma
CA_20120118,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,Desconocido,Marisma
CA_20120118,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Sí,Marisma
CA_20120118,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,Muy poca,Marisma
CA_20120118,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Poca,Otros
CA_20120118,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,Muy poca,Arrozal
CA_20120118,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,Muy poca,Marisma
CA_20120118,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,Sí,Otros
CA_20120118,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,Sí,Marisma
CA_20120118,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,Muy poca,Marisma
CA_20120118,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Sí,Marisma
CA_20120118,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Poca,Marisma
CA_20120118,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20120118,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Sí,Otros
CA_20120118,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,Sí,Marisma
CA_20120118,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,No,Marisma
CA_20120118,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,Muy poca,Marisma
CA_20120118,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,Muy poca,Marisma
CA_20120118,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,Muy poca,Marisma
CA_20120118,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,Muy poca,Marisma
CA_20120118,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,No,Marisma
CA_20120118,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Mucha,Marisma
CA_20120118,Veta La Palma,Veta La Palma,El Italiano,True,Sí,Arrozal
CA_20120118,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Sí,Arrozal
CA_20120118,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20120118,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20120118,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20120118,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Sí,Acuicultura
CA_20120118,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Mucha,Otros
CA_20120118,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20120118,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20120118,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Mucha,Marisma
CA_20120118,Parque Natural Norte,Hato Blanco,Hato Blanco,True,Sí,Arrozal
CA_20120118,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20120118,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20120118,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Sí,Otros
CA_20120118,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Sí,Acuicultura
CA_20120118,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,Sí,Marisma
CA_20120118,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20120118,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,Sí,Marisma
CA_20120118,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20120118,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20120118,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,Sí,Marisma
CA_20120213,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,No,Otros
CA_20120213,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Poca,Otros
CA_20120213,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,No,Arrozal
CA_20120213,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,False,Sí,Marisma
CA_20120213,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,False,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Poca,Marisma
CA_20120213,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,Muy poca,Marisma
CA_20120213,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Poca,Otros
CA_20120213,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,No,Arrozal
CA_20120213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,False,No,Marisma
CA_20120213,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,Sí,Otros
CA_20120213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Muy poca,Marisma
CA_20120213,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20120213,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Sí,Otros
CA_20120213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,False,No,Marisma
CA_20120213,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,False,No,Marisma
CA_20120213,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,Muy poca,Marisma
CA_20120213,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Sí,Marisma
CA_20120213,Veta La Palma,Veta La Palma,El Italiano,True,Sí,Arrozal
CA_20120213,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Sí,Arrozal
CA_20120213,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20120213,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20120213,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20120213,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Sí,Acuicultura
CA_20120213,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Sí,Otros
CA_20120213,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20120213,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20120213,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Sí,Marisma
CA_20120213,Parque Natural Norte,Hato Blanco,Hato Blanco,True,No,Arrozal
CA_20120213,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20120213,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Sí,Otros
CA_20120213,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Sí,Acuicultura
CA_20120213,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,Muy poca,Marisma
CA_20120213,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20120213,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,No,Marisma
CA_20120213,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20120213,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20120213,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,Sí,Marisma
CA_20120315,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Desconocido,Otros
CA_20120315,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Sí,Otros
CA_20120315,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,Desconocido,Arrozal
CA_20120315,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,True,Sí,Marisma
CA_20120315,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,Muy poca,Marisma
CA_20120315,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,Muy poca,Marisma
CA_20120315,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Muy poca,Marisma
CA_20120315,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Muy poca,Marisma
CA_20120315,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Muy poca,Marisma
CA_20120315,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20120315,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Muy poca,Otros
CA_20120315,Parque Natural Norte,Otros Cultivos,La Sarteneja,False,No,Arrozal
CA_20120315,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,No,Marisma
CA_20120315,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,False,Sí,Otros
CA_20120315,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,No,Marisma
CA_20120315,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20120315,Veta La Palma,Veta La Palma,Lucio Del Hotel,False,Sí,Otros
CA_20120315,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,Muy poca,Marisma
CA_20120315,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Sí,Marisma
CA_20120315,Veta La Palma,Veta La Palma,El Italiano,False,Sí,Arrozal
CA_20120315,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozales De Puebla E Isla Mayor,False,No,Arrozal
CA_20120315,Veta La Palma,Veta La Palma,Arrozales De Tarfia,False,Sí,Arrozal
CA_20120315,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20120315,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20120315,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,False,Sí,Acuicultura
CA_20120315,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Sí,Otros
CA_20120315,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20120315,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20120315,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Sí,Marisma
CA_20120315,Parque Natural Norte,Hato Blanco,Hato Blanco,True,No,Arrozal
CA_20120315,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20120315,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Sí,Otros
CA_20120315,Veta La Palma,Veta La Palma,Lucio Del Bocón,False,Sí,Acuicultura
CA_20120315,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,Sí,Marisma
CA_20120315,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20120315,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,Muy poca,Marisma
CA_20120315,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20120315,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20120315,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,Sí,Marisma
CA_20120416,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,No,Otros
CA_20120416,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,False,Desconocido,Otros
CA_20120416,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,No,Arrozal
CA_20120416,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,True,Sí,Marisma
CA_20120416,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,No,Marisma
CA_20120416,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,No,Marisma
CA_20120416,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,No,Marisma
CA_20120416,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Muy poca,Marisma
CA_20120416,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Muy poca,Marisma
CA_20120416,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20120416,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Muy poca,Marisma
CA_20120416,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20120416,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Muy poca,Otros
CA_20120416,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,No,Arrozal
